지점,지점명,일시,강수량(mm),강수량 QC플래그
90,속초,1995-04-09 00:00,.2,0
90,속초,1995-04-09 01:00,.7,0
90,속초,1995-04-09 02:00,3.7,0
90,속초,1995-04-09 03:00,.1,0
90,속초,1995-04-11 15:00,.1,0
90,속초,1995-04-11 16:00,.5,0
90,속초,1995-04-11 17:00,.1,0
90,속초,1995-04-11 18:00,0,0
90,속초,1995-04-11 20:00,.3,0
90,속초,1995-04-11 21:00,.5,0
90,속초,1995-04-11 22:00,.3,0
90,속초,1995-04-11 23:00,.1,0
90,속초,1995-04-12 00:00,0,0
90,속초,1995-04-19 04:00,.8,0
90,속초,1995-04-19 05:00,2,0
90,속초,1995-04-19 06:00,2,0
90,속초,1995-04-19 07:00,.7,0
90,속초,1995-04-19 08:00,2.9,0
90,속초,1995-04-19 09:00,0,0
90,속초,1995-04-21 16:00,0,0
90,속초,1995-04-21 17:00,.1,0
90,속초,1995-04-21 18:00,.6,0
90,속초,1995-04-21 19:00,1,0
90,속초,1995-04-21 20:00,1.2,0
90,속초,1995-04-21 21:00,.5,0
90,속초,1995-04-21 22:00,.6,0
90,속초,1995-04-21 23:00,.2,0
90,속초,1995-04-22 00:00,.3,0
90,속초,1995-04-22 01:00,0,0
90,속초,1995-04-22 02:00,0,0
90,속초,1995-04-22 03:00,0,0
90,속초,1995-04-22 18:00,0,0
90,속초,1995-04-22 19:00,0,0
90,속초,1995-04-22 20:00,1.2,0
90,속초,1995-04-22 21:00,.8,0
90,속초,1995-04-22 22:00,.3,0
90,속초,1995-04-22 23:00,.9,0
90,속초,1995-04-23 00:00,.8,0
90,속초,1995-04-23 01:00,1,0
90,속초,1995-04-23 02:00,.1,0
90,속초,1995-04-25 18:00,0,0
90,속초,1995-04-25 19:00,.1,0
90,속초,1995-04-25 20:00,.6,0
90,속초,1995-04-25 21:00,0,0
90,속초,1995-05-02 07:00,0,0
90,속초,1995-05-02 08:00,0,0
90,속초,1995-05-02 09:00,0,0
90,속초,1995-05-02 10:00,0,0
90,속초,1995-05-02 11:00,0,0
90,속초,1995-05-10 10:00,.1,0
90,속초,1995-05-10 11:00,0,0
90,속초,1995-05-13 21:00,0,0
90,속초,1995-05-13 22:00,.3,0
90,속초,1995-05-13 23:00,0,0
90,속초,1995-05-14 01:00,.6,0
90,속초,1995-05-14 02:00,1.5,0
90,속초,1995-05-14 03:00,.4,0
90,속초,1995-05-14 04:00,0,0
90,속초,1995-05-14 05:00,0,0
90,속초,1995-05-14 16:00,1.8,0
90,속초,1995-05-14 17:00,.6,0
90,속초,1995-05-20 04:00,0,0
90,속초,1995-05-20 05:00,1,0
90,속초,1995-05-20 06:00,.3,0
90,속초,1995-05-20 07:00,2.3,0
90,속초,1995-05-20 08:00,3.1,0
90,속초,1995-05-20 09:00,1.9,0
90,속초,1995-05-20 10:00,.5,0
90,속초,1995-05-20 11:00,.1,0
90,속초,1995-05-20 12:00,0,0
90,속초,1995-05-20 13:00,0,0
90,속초,1995-05-20 14:00,0,0
90,속초,1995-05-20 18:00,.2,0
90,속초,1995-05-20 19:00,.4,0
90,속초,1995-05-20 20:00,.1,0
90,속초,1995-05-20 21:00,0,0
90,속초,1995-05-22 19:00,0,0
90,속초,1995-05-28 08:00,2.8,0
90,속초,1995-05-28 09:00,.1,0
90,속초,1995-06-02 06:00,0,0
90,속초,1995-06-02 07:00,0,0
90,속초,1995-06-02 08:00,.2,0
90,속초,1995-06-02 09:00,.7,0
90,속초,1995-06-02 10:00,.2,0
90,속초,1995-06-02 11:00,.2,0
90,속초,1995-06-02 12:00,.1,0
90,속초,1995-06-02 13:00,0,0
90,속초,1995-06-02 17:00,0,0
90,속초,1995-06-02 18:00,0,0
90,속초,1995-06-03 00:00,0,0
90,속초,1995-06-03 01:00,.2,0
90,속초,1995-06-03 02:00,.5,0
90,속초,1995-06-03 03:00,.7,0
90,속초,1995-06-03 04:00,.3,0
90,속초,1995-06-03 05:00,2.6,0
90,속초,1995-06-03 06:00,4.2,0
90,속초,1995-06-03 07:00,2.6,0
90,속초,1995-06-03 08:00,2.5,0
90,속초,1995-06-03 09:00,1.3,0
90,속초,1995-06-03 10:00,2.2,0
90,속초,1995-06-03 11:00,2.9,0
90,속초,1995-06-03 12:00,1.9,0
90,속초,1995-06-03 13:00,1.2,0
90,속초,1995-06-03 14:00,.5,0
90,속초,1995-06-03 15:00,1,0
90,속초,1995-06-03 16:00,1.8,0
90,속초,1995-06-03 17:00,1.1,0
90,속초,1995-06-03 18:00,3.9,0
90,속초,1995-06-03 19:00,3.3,0
90,속초,1995-06-03 20:00,.7,0
90,속초,1995-06-03 21:00,.1,0
90,속초,1995-06-03 22:00,2.1,0
90,속초,1995-06-03 23:00,2.4,0
90,속초,1995-06-04 00:00,4.7,0
90,속초,1995-06-04 01:00,5.2,0
90,속초,1995-06-04 02:00,3.3,0
90,속초,1995-06-04 03:00,2.2,0
90,속초,1995-06-04 04:00,2.3,0
90,속초,1995-06-04 05:00,1,0
90,속초,1995-06-04 06:00,.5,0
90,속초,1995-06-04 07:00,.8,0
90,속초,1995-06-04 08:00,1,0
90,속초,1995-06-04 09:00,.3,0
90,속초,1995-06-04 10:00,0,0
90,속초,1995-06-04 11:00,0,0
90,속초,1995-06-05 23:00,2.4,0
90,속초,1995-06-06 00:00,2.6,0
90,속초,1995-06-06 01:00,1.5,0
90,속초,1995-06-07 20:00,0,0
90,속초,1995-06-07 21:00,.1,0
90,속초,1995-06-07 22:00,.1,0
90,속초,1995-06-07 23:00,.1,0
90,속초,1995-06-08 00:00,0,0
90,속초,1995-06-11 08:00,0,0
90,속초,1995-06-11 09:00,0,0
90,속초,1995-06-11 20:00,0,0
90,속초,1995-06-11 21:00,0,0
90,속초,1995-06-11 22:00,0,0
90,속초,1995-06-11 23:00,.1,0
90,속초,1995-06-14 08:00,.3,0
90,속초,1995-06-14 09:00,.2,0
90,속초,1995-06-14 10:00,.2,0
90,속초,1995-06-18 03:00,0,0
90,속초,1995-06-18 04:00,0,0
90,속초,1995-06-18 05:00,0,0
90,속초,1995-06-18 07:00,0,0
90,속초,1995-06-18 08:00,0,0
90,속초,1995-06-18 09:00,0,0
90,속초,1995-06-18 11:00,0,0
90,속초,1995-06-18 12:00,.5,0
90,속초,1995-06-18 13:00,1.6,0
90,속초,1995-06-18 14:00,2.9,0
90,속초,1995-06-18 15:00,2,0
90,속초,1995-06-18 16:00,0,0
90,속초,1995-06-18 17:00,.1,0
90,속초,1995-06-18 18:00,0,0
90,속초,1995-06-18 21:00,.3,0
90,속초,1995-06-20 16:00,0,0
90,속초,1995-06-20 17:00,.2,0
90,속초,1995-06-20 19:00,.1,0
90,속초,1995-06-20 20:00,0,0
90,속초,1995-06-21 04:00,0,0
90,속초,1995-06-21 05:00,0,0
90,속초,1995-06-21 13:00,0,0
90,속초,1995-06-21 14:00,0,0
90,속초,1995-06-22 05:00,.5,0
90,속초,1995-06-22 06:00,0,0
90,속초,1995-06-22 09:00,0,0
90,속초,1995-06-22 10:00,0,0
90,속초,1995-06-23 01:00,.2,0
90,속초,1995-06-23 02:00,.6,0
90,속초,1995-06-23 03:00,.6,0
90,속초,1995-06-23 04:00,.3,0
90,속초,1995-06-23 05:00,0,0
90,속초,1995-06-23 06:00,0,0
90,속초,1995-06-23 13:00,0,0
90,속초,1995-06-23 14:00,.3,0
90,속초,1995-06-23 15:00,0,0
90,속초,1995-06-25 10:00,2,0
90,속초,1995-06-25 11:00,2.3,0
90,속초,1995-06-25 12:00,1.9,0
90,속초,1995-06-25 15:00,0,0
90,속초,1995-06-25 16:00,5.4,0
90,속초,1995-06-25 17:00,0,0
90,속초,1995-06-25 18:00,.7,0
90,속초,1995-06-25 19:00,.1,0
90,속초,1995-06-25 20:00,.7,0
90,속초,1995-06-25 21:00,0,0
90,속초,1995-06-25 22:00,0,0
90,속초,1995-06-26 06:00,.3,0
90,속초,1995-06-26 07:00,.2,0
90,속초,1995-06-26 08:00,4.1,0
90,속초,1995-06-26 09:00,5.3,0
90,속초,1995-06-26 10:00,1.5,0
90,속초,1995-06-26 11:00,0,0
90,속초,1995-06-26 13:00,.1,0
90,속초,1995-06-26 14:00,1.6,0
90,속초,1995-06-26 15:00,0,0
90,속초,1995-06-26 22:00,.1,0
90,속초,1995-06-26 23:00,.1,0
90,속초,1995-06-27 00:00,.1,0
90,속초,1995-06-28 15:00,0,0
90,속초,1995-06-28 16:00,0,0
90,속초,1995-07-01 11:00,0,0
90,속초,1995-07-01 12:00,.7,0
90,속초,1995-07-01 13:00,.1,0
90,속초,1995-07-02 09:00,0,0
90,속초,1995-07-02 10:00,0,0
90,속초,1995-07-02 20:00,0,0
90,속초,1995-07-02 21:00,0,0
90,속초,1995-07-02 22:00,.1,0
90,속초,1995-07-02 23:00,0,0
90,속초,1995-07-03 00:00,0,0
90,속초,1995-07-03 01:00,.4,0
90,속초,1995-07-03 02:00,2.5,0
90,속초,1995-07-03 03:00,6.3,0
90,속초,1995-07-03 04:00,3.8,0
90,속초,1995-07-03 05:00,.5,0
90,속초,1995-07-03 06:00,1,0
90,속초,1995-07-03 08:00,0,0
90,속초,1995-07-08 11:00,0,0
90,속초,1995-07-08 12:00,.1,0
90,속초,1995-07-08 13:00,0,0
90,속초,1995-07-08 15:00,.1,0
90,속초,1995-07-08 16:00,.5,0
90,속초,1995-07-08 17:00,0,0
90,속초,1995-07-08 18:00,.2,0
90,속초,1995-07-08 19:00,.8,0
90,속초,1995-07-08 20:00,1,0
90,속초,1995-07-08 21:00,5,0
90,속초,1995-07-08 22:00,.3,0
90,속초,1995-07-08 23:00,.3,0
90,속초,1995-07-09 00:00,.6,0
90,속초,1995-07-09 01:00,.5,0
90,속초,1995-07-09 02:00,1.7,0
90,속초,1995-07-09 03:00,.5,0
90,속초,1995-07-09 04:00,2.2,0
90,속초,1995-07-09 05:00,3.4,0
90,속초,1995-07-09 06:00,1.7,0
90,속초,1995-07-09 07:00,7,0
90,속초,1995-07-09 08:00,7.6,0
90,속초,1995-07-09 09:00,7.9,0
90,속초,1995-07-09 10:00,4.4,0
90,속초,1995-07-09 11:00,.4,0
90,속초,1995-07-09 12:00,0,0
90,속초,1995-07-09 13:00,0,0
90,속초,1995-07-10 01:00,1.5,0
90,속초,1995-07-10 02:00,1.8,0
90,속초,1995-07-10 03:00,3.8,0
90,속초,1995-07-10 04:00,1.1,0
90,속초,1995-07-10 05:00,.4,0
90,속초,1995-07-10 06:00,3.3,0
90,속초,1995-07-10 07:00,.7,0
90,속초,1995-07-10 08:00,.1,0
90,속초,1995-07-10 09:00,0,0
90,속초,1995-07-10 10:00,0,0
90,속초,1995-07-14 20:00,0,0
90,속초,1995-07-14 21:00,3.6,0
90,속초,1995-07-14 22:00,.2,0
90,속초,1995-07-15 07:00,0,0
90,속초,1995-07-15 12:00,0,0
90,속초,1995-07-15 13:00,0,0
90,속초,1995-07-15 14:00,0,0
90,속초,1995-07-15 18:00,.3,0
90,속초,1995-07-15 19:00,0,0
90,속초,1995-07-15 20:00,0,0
90,속초,1995-07-15 23:00,1.1,0
90,속초,1995-07-16 00:00,1.1,0
90,속초,1995-07-16 01:00,6.3,0
90,속초,1995-07-16 02:00,2.1,0
90,속초,1995-07-16 03:00,2.1,0
90,속초,1995-07-16 04:00,1.1,0
90,속초,1995-07-16 05:00,3.9,0
90,속초,1995-07-16 06:00,4.1,0
90,속초,1995-07-16 07:00,2.7,0
90,속초,1995-07-16 08:00,0,0
90,속초,1995-07-16 15:00,0,0
90,속초,1995-07-16 16:00,0,0
90,속초,1995-07-16 17:00,0,0
90,속초,1995-07-16 22:00,.2,0
90,속초,1995-07-16 23:00,1.5,0
90,속초,1995-07-17 00:00,.3,0
90,속초,1995-07-17 01:00,.1,0
90,속초,1995-07-17 02:00,.2,0
90,속초,1995-07-17 03:00,0,0
90,속초,1995-07-17 04:00,.3,0
90,속초,1995-07-17 05:00,1.8,0
90,속초,1995-07-17 06:00,1,0
90,속초,1995-07-17 07:00,.8,0
90,속초,1995-07-17 08:00,2.5,0
90,속초,1995-07-17 09:00,1.4,0
90,속초,1995-07-17 10:00,.4,0
90,속초,1995-07-17 11:00,.2,0
90,속초,1995-07-17 12:00,.3,0
90,속초,1995-07-17 13:00,.1,0
90,속초,1995-07-17 14:00,.2,0
90,속초,1995-07-17 15:00,1.3,0
90,속초,1995-07-17 16:00,.1,0
90,속초,1995-07-19 07:00,2.3,0
90,속초,1995-07-19 08:00,1.2,0
90,속초,1995-07-19 09:00,2.7,0
90,속초,1995-07-19 10:00,1.4,0
90,속초,1995-07-19 11:00,5.4,0
90,속초,1995-07-19 12:00,7.1,0
90,속초,1995-07-19 13:00,6.6,0
90,속초,1995-07-19 14:00,6.8,0
90,속초,1995-07-19 15:00,10.3,0
90,속초,1995-07-19 16:00,1.7,0
90,속초,1995-07-19 17:00,.3,0
90,속초,1995-07-19 18:00,.5,0
90,속초,1995-07-19 19:00,.4,0
90,속초,1995-07-19 20:00,1.1,0
90,속초,1995-07-19 21:00,.3,0
90,속초,1995-07-19 22:00,.2,0
90,속초,1995-07-19 23:00,0,0
90,속초,1995-07-20 08:00,.1,0
90,속초,1995-07-20 09:00,0,0
90,속초,1995-07-20 10:00,.1,0
90,속초,1995-07-20 11:00,0,0
90,속초,1995-07-20 12:00,0,0
90,속초,1995-07-20 13:00,0,0
90,속초,1995-07-20 14:00,0,0
90,속초,1995-07-23 21:00,0,0
90,속초,1995-07-23 22:00,0,0
90,속초,1995-07-23 23:00,.3,0
90,속초,1995-07-24 00:00,0,0
90,속초,1995-07-24 01:00,2,0
90,속초,1995-07-24 02:00,4.1,0
90,속초,1995-07-24 03:00,.5,0
90,속초,1995-07-24 04:00,.1,0
90,속초,1995-07-24 05:00,0,0
90,속초,1995-07-24 07:00,0,0
90,속초,1995-07-24 08:00,.1,0
90,속초,1995-07-25 18:00,4.2,0
90,속초,1995-07-25 19:00,.7,0
90,속초,1995-07-25 20:00,.4,0
90,속초,1995-07-31 03:00,0,0
90,속초,1995-07-31 04:00,0,0
90,속초,1995-07-31 08:00,0,0
90,속초,1995-07-31 09:00,0,0
90,속초,1995-07-31 10:00,0,0
90,속초,1995-07-31 11:00,0,0
90,속초,1995-07-31 12:00,0,0
90,속초,1995-07-31 13:00,0,0
90,속초,1995-07-31 23:00,0,0
90,속초,1995-08-01 00:00,.1,0
90,속초,1995-08-01 06:00,.5,0
90,속초,1995-08-01 07:00,.1,0
90,속초,1995-08-01 08:00,.5,0
90,속초,1995-08-01 09:00,3.8,0
90,속초,1995-08-01 10:00,.3,0
90,속초,1995-08-01 12:00,0,0
90,속초,1995-08-01 13:00,0,0
90,속초,1995-08-02 01:00,0,0
90,속초,1995-08-02 02:00,2,0
90,속초,1995-08-02 03:00,4.7,0
90,속초,1995-08-02 04:00,0,0
90,속초,1995-08-02 05:00,0,0
90,속초,1995-08-02 06:00,.1,0
90,속초,1995-08-02 07:00,0,0
90,속초,1995-08-02 08:00,0,0
90,속초,1995-08-02 09:00,0,0
90,속초,1995-08-02 10:00,0,0
90,속초,1995-08-02 11:00,0,0
90,속초,1995-08-02 12:00,6.5,0
90,속초,1995-08-02 13:00,2.8,0
90,속초,1995-08-02 15:00,.1,0
90,속초,1995-08-02 16:00,.1,0
90,속초,1995-08-02 17:00,0,0
90,속초,1995-08-02 18:00,.1,0
90,속초,1995-08-02 19:00,1.9,0
90,속초,1995-08-02 20:00,0,0
90,속초,1995-08-04 20:00,.2,0
90,속초,1995-08-04 21:00,.1,0
90,속초,1995-08-05 02:00,.1,0
90,속초,1995-08-05 03:00,.1,0
90,속초,1995-08-05 04:00,0,0
90,속초,1995-08-05 12:00,.3,0
90,속초,1995-08-05 13:00,2.7,0
90,속초,1995-08-05 14:00,.6,0
90,속초,1995-08-05 15:00,1.3,0
90,속초,1995-08-05 16:00,.1,0
90,속초,1995-08-05 17:00,.2,0
90,속초,1995-08-05 18:00,0,0
90,속초,1995-08-05 19:00,0,0
90,속초,1995-08-06 01:00,.5,0
90,속초,1995-08-06 02:00,.5,0
90,속초,1995-08-06 03:00,0,0
90,속초,1995-08-07 21:00,0,0
90,속초,1995-08-08 15:00,0,0
90,속초,1995-08-08 16:00,4.1,0
90,속초,1995-08-08 17:00,1.7,0
90,속초,1995-08-08 18:00,0,0
90,속초,1995-08-08 19:00,2.8,0
90,속초,1995-08-08 20:00,4,0
90,속초,1995-08-08 21:00,2.7,0
90,속초,1995-08-08 22:00,0,0
90,속초,1995-08-09 00:00,.7,0
90,속초,1995-08-09 01:00,3.2,0
90,속초,1995-08-09 02:00,3.6,0
90,속초,1995-08-09 03:00,.4,0
90,속초,1995-08-09 04:00,0,0
90,속초,1995-08-12 19:00,0,0
90,속초,1995-08-12 20:00,0,0
90,속초,1995-08-13 07:00,.4,0
90,속초,1995-08-13 08:00,.2,0
90,속초,1995-08-15 19:00,.2,0
90,속초,1995-08-15 20:00,2,0
90,속초,1995-08-15 21:00,.1,0
90,속초,1995-08-15 22:00,0,0
90,속초,1995-08-16 18:00,0,0
90,속초,1995-08-16 19:00,0,0
90,속초,1995-08-16 20:00,.4,0
90,속초,1995-08-16 21:00,.1,0
90,속초,1995-08-17 14:00,0,0
90,속초,1995-08-17 15:00,0,0
90,속초,1995-08-17 16:00,0,0
90,속초,1995-08-17 17:00,12.9,0
90,속초,1995-08-17 18:00,.1,0
90,속초,1995-08-19 05:00,.1,0
90,속초,1995-08-19 06:00,2.3,0
90,속초,1995-08-19 07:00,.6,0
90,속초,1995-08-19 08:00,.3,0
90,속초,1995-08-19 09:00,.1,0
90,속초,1995-08-19 10:00,.3,0
90,속초,1995-08-19 11:00,0,0
90,속초,1995-08-19 12:00,.1,0
90,속초,1995-08-19 13:00,0,0
90,속초,1995-08-19 14:00,.5,0
90,속초,1995-08-19 15:00,3.7,0
90,속초,1995-08-19 16:00,.3,0
90,속초,1995-08-19 18:00,6.7,0
90,속초,1995-08-19 19:00,7.7,0
90,속초,1995-08-19 20:00,1.2,0
90,속초,1995-08-19 21:00,1.4,0
90,속초,1995-08-19 22:00,.6,0
90,속초,1995-08-19 23:00,0,0
90,속초,1995-08-20 01:00,1.5,0
90,속초,1995-08-20 02:00,2.3,0
90,속초,1995-08-20 03:00,2.1,0
90,속초,1995-08-20 04:00,2,0
90,속초,1995-08-20 05:00,.4,0
90,속초,1995-08-20 06:00,1.1,0
90,속초,1995-08-20 07:00,3.3,0
90,속초,1995-08-20 08:00,2.1,0
90,속초,1995-08-20 09:00,3.9,0
90,속초,1995-08-20 10:00,.3,0
90,속초,1995-08-20 11:00,.1,0
90,속초,1995-08-21 16:00,0,0
90,속초,1995-08-21 17:00,1.4,0
90,속초,1995-08-21 18:00,.1,0
90,속초,1995-08-21 19:00,0,0
90,속초,1995-08-23 10:00,.4,0
90,속초,1995-08-23 11:00,1.3,0
90,속초,1995-08-23 12:00,1.8,0
90,속초,1995-08-23 13:00,1,0
90,속초,1995-08-23 14:00,.2,0
90,속초,1995-08-23 15:00,.6,0
90,속초,1995-08-23 16:00,2.9,0
90,속초,1995-08-23 17:00,5.5,0
90,속초,1995-08-23 18:00,2.1,0
90,속초,1995-08-23 19:00,11.2,0
90,속초,1995-08-23 20:00,4.7,0
90,속초,1995-08-23 21:00,.5,0
90,속초,1995-08-23 22:00,1,0
90,속초,1995-08-23 23:00,2.4,0
90,속초,1995-08-24 00:00,1.7,0
90,속초,1995-08-24 01:00,1.9,0
90,속초,1995-08-24 02:00,2.3,0
90,속초,1995-08-24 03:00,1,0
90,속초,1995-08-24 04:00,4.5,0
90,속초,1995-08-24 05:00,5.9,0
90,속초,1995-08-24 06:00,7.4,0
90,속초,1995-08-24 07:00,17,0
90,속초,1995-08-24 08:00,5,0
90,속초,1995-08-24 09:00,6.7,0
90,속초,1995-08-24 10:00,7.6,0
90,속초,1995-08-24 11:00,4.7,0
90,속초,1995-08-24 12:00,3.7,0
90,속초,1995-08-24 13:00,2.5,0
90,속초,1995-08-24 14:00,.5,0
90,속초,1995-08-24 15:00,.1,0
90,속초,1995-08-24 16:00,0,0
90,속초,1995-08-24 17:00,0,0
90,속초,1995-08-24 18:00,.7,0
90,속초,1995-08-24 19:00,10.9,0
90,속초,1995-08-24 20:00,.3,0
90,속초,1995-08-24 21:00,0,0
90,속초,1995-08-24 22:00,.5,0
90,속초,1995-08-24 23:00,.4,0
90,속초,1995-08-25 02:00,.1,0
90,속초,1995-08-25 03:00,.8,0
90,속초,1995-08-25 04:00,.4,0
90,속초,1995-08-25 05:00,1.5,0
90,속초,1995-08-25 06:00,14.7,0
90,속초,1995-08-25 07:00,22.5,0
90,속초,1995-08-25 08:00,6.6,0
90,속초,1995-08-25 09:00,1.1,0
90,속초,1995-08-25 10:00,5.3,0
90,속초,1995-08-25 11:00,11.5,0
90,속초,1995-08-25 12:00,3.5,0
90,속초,1995-08-25 13:00,3.6,0
90,속초,1995-08-25 14:00,.1,0
90,속초,1995-08-25 15:00,0,0
90,속초,1995-08-25 16:00,0,0
90,속초,1995-08-25 17:00,.1,0
90,속초,1995-08-25 18:00,.3,0
90,속초,1995-08-25 19:00,.2,0
90,속초,1995-08-25 20:00,0,0
90,속초,1995-08-26 01:00,.2,0
90,속초,1995-08-26 02:00,.6,0
90,속초,1995-08-26 03:00,.3,0
90,속초,1995-08-26 04:00,1.3,0
90,속초,1995-08-26 05:00,2.1,0
90,속초,1995-08-26 06:00,4.3,0
90,속초,1995-08-26 07:00,3.4,0
90,속초,1995-08-26 08:00,5.8,0
90,속초,1995-08-26 09:00,1.7,0
90,속초,1995-08-26 10:00,4.3,0
90,속초,1995-08-26 11:00,1.2,0
90,속초,1995-08-26 12:00,0,0
90,속초,1995-08-26 15:00,.1,0
90,속초,1995-08-26 16:00,2,0
90,속초,1995-08-26 17:00,1.7,0
90,속초,1995-08-26 18:00,1.6,0
90,속초,1995-08-26 19:00,5.4,0
90,속초,1995-08-26 20:00,16,0
90,속초,1995-08-26 21:00,10.5,0
90,속초,1995-08-26 22:00,20.9,0
90,속초,1995-08-26 23:00,13.6,0
90,속초,1995-08-27 00:00,5,0
90,속초,1995-08-27 01:00,2,0
90,속초,1995-08-27 02:00,6,0
90,속초,1995-08-27 03:00,7,0
90,속초,1995-08-27 04:00,4,0
90,속초,1995-08-27 05:00,2.6,0
90,속초,1995-08-27 06:00,1.4,0
90,속초,1995-08-27 07:00,.1,0
90,속초,1995-08-27 08:00,.7,0
90,속초,1995-08-27 09:00,.2,0
90,속초,1995-08-27 10:00,.2,0
90,속초,1995-08-27 11:00,0,0
90,속초,1995-08-27 12:00,0,0
90,속초,1995-08-27 13:00,3.1,0
90,속초,1995-08-27 14:00,2.1,0
90,속초,1995-08-27 15:00,0,0
90,속초,1995-08-28 14:00,0,0
90,속초,1995-08-28 15:00,.6,0
90,속초,1995-08-28 16:00,0,0
90,속초,1995-08-30 06:00,0,0
90,속초,1995-08-30 07:00,0,0
90,속초,1995-08-30 08:00,.1,0
90,속초,1995-08-30 09:00,.1,0
90,속초,1995-08-30 10:00,0,0
90,속초,1995-08-30 11:00,0,0
90,속초,1995-09-01 22:00,1,0
90,속초,1995-09-01 23:00,0,0
90,속초,1995-09-02 01:00,.2,0
90,속초,1995-09-02 02:00,.1,0
90,속초,1995-09-02 03:00,0,0
90,속초,1995-09-02 07:00,.4,0
90,속초,1995-09-02 08:00,.6,0
90,속초,1995-09-02 09:00,.7,0
90,속초,1995-09-02 10:00,1,0
90,속초,1995-09-02 11:00,0,0
90,속초,1995-09-06 06:00,0,0
90,속초,1995-09-06 07:00,0,0
90,속초,1995-09-06 08:00,.5,0
90,속초,1995-09-06 09:00,.4,0
90,속초,1995-09-06 10:00,.4,0
90,속초,1995-09-06 11:00,.7,0
90,속초,1995-09-06 12:00,.2,0
90,속초,1995-09-06 13:00,0,0
90,속초,1995-09-07 09:00,.5,0
90,속초,1995-09-07 10:00,0,0
